Area|Estimate!!Total:!!Asia:!!South Central Asia:!!Iran|Estimate!!Total:!!Asia:!!Eastern Asia:!!Korea|Estimate!!Total:
31083|0|0|0
31084|0|0|0
31085|0|0|83
31087|0|0|87
31088|0|156|5112
31089|0|0|9
31090|0|0|21
31091|0|0|149
31092|0|0|220
31093|0|58|1458
31094|0|0|17
31096|0|0|51
31097|0|0|2
31098|0|0|126
31201|22|11|144
31204|0|30|558
31206|0|0|598
31207|0|0|72
31210|5|263|1920
31211|0|1|183
31213|0|0|0
31216|0|248|742
31217|0|0|114
31220|0|30|562
31301|0|6|170
31302|0|17|225
31303|0|0|0
31305|0|0|45
31307|0|0|0
31308|0|7|331
31309|0|0|0
31312|0|31|244
31313|12|279|3034
31314|0|9|24
31315|0|0|558
31316|0|40|397
31318|0|0|0
31320|0|13|267
31321|0|3|51
31322|0|0|2995
31323|0|0|18
31324|51|99|1836
31326|0|25|1278
31327|0|0|0
31328|0|0|71
31329|0|0|154
31331|0|0|74
31333|0|0|0
31401|0|13|1495
31404|0|0|1023
31405|0|115|2508
31406|0|74|2163
31407|0|22|1193
31408|0|0|1288
31409|0|0|32
31410|0|34|895
31411|0|71|537
31415|0|0|208
31419|0|456|5591
31421|0|0|0
31501|0|0|163
31503|0|0|584
31510|0|0|344
31512|0|0|214
31513|0|0|812
31516|0|0|312
31518|0|0|26
31519|0|21|57
31520|0|80|1537
31522|0|0|751
31523|0|0|496
31524|0|0|0
31525|0|0|1916
31527|0|0|57
31532|0|0|9
31533|0|0|1386
31535|0|0|661
31537|0|0|626
31539|0|6|515
31542|0|0|0
31543|0|0|0
31544|0|0|0
31545|0|0|899
31546|0|0|249
31547|0|0|0
31548|0|6|1068
31549|0|0|15
31550|0|0|0
31551|0|0|0
31552|0|0|0
31553|0|0|114
31554|2|0|234
31555|0|0|34
31556|0|0|0
31557|0|0|48
31558|10|5|914
31560|0|0|4
31561|0|0|0
31562|0|0|20
31563|0|0|24
31564|0|0|0
31565|0|0|117
31566|0|0|234
31567|0|0|0
31568|0|0|19
31569|0|11|134
31599|0|0|0
31601|0|3|938
31602|0|118|1261
31605|0|41|1329
31606|0|0|22
31620|0|0|314
31622|0|0|20
31623|0|0|0
31624|0|0|131
31625|0|0|148
31626|0|0|96
31627|0|0|0
31629|0|0|19
31630|0|0|0
31631|0|0|0
31632|0|0|285
31634|0|0|104
31635|0|0|388
31636|0|0|339
31637|0|0|10
31638|0|0|40
31639|0|17|152
31641|0|0|134
31642|0|0|680
31643|0|0|120
31645|0|0|34
31647|0|0|148
31648|0|16|32
31649|0|63|105
31650|0|0|545
31698|0|0|0
31699|0|0|17
31701|0|0|193
31704|0|0|3
31705|0|12|832
31707|0|13|677
31709|0|28|1163
31711|0|0|1
31712|0|0|57
31714|0|0|77
31716|0|0|91
31719|0|0|79
31720|0|0|0
31721|0|33|408
31722|0|2|115
31727|0|0|0
31730|0|0|233
31733|0|0|0
31735|0|0|13
31738|0|0|27
31743|0|0|7
31744|0|0|103
31747|0|0|31
31749|0|0|26
31750|0|0|508
31753|0|0|0
31756|0|0|0
31757|0|0|316
31763|0|11|957
31764|0|0|12
31765|0|0|41
31768|0|0|1968
31771|0|0|702
31772|0|0|9
31773|0|0|56
31774|0|0|132
31775|0|0|588
31778|0|5|45
31779|0|0|370
31780|0|0|68
31781|0|0|4
31783|0|0|15
31784|0|0|14
31787|0|0|3
31788|0|0|1519
31789|0|0|6
31790|0|0|183
31791|0|15|78
31792|0|34|573
31793|0|0|485
31794|0|0|1504
31795|0|0|15
31796|0|0|0
31798|0|0|69
31801|0|0|240
31803|0|0|160
31804|0|0|247
31805|0|0|11
31806|0|0|20
31807|0|21|107
31808|0|176|504
31810|0|0|0
31811|0|0|82
31812|0|0|0
31814|0|0|0
31815|0|0|1455
31816|0|0|86
31820|0|94|775
31821|0|0|0
31822|0|0|14
31823|0|0|0
31824|0|0|107
31825|0|0|121
31826|0|0|11
31827|0|0|12
31829|0|0|37
31830|0|0|19
31831|0|0|35
31832|0|0|0
31833|0|0|15
31836|0|0|0
31901|4|0|248
31903|0|77|1008
31904|0|105|1844
31905|0|24|861
31906|0|0|399
31907|0|239|2250
31909|0|90|3339
32003|0|0|2129
32008|0|0|616
32009|0|0|9
32011|0|0|252
32013|0|0|0
32024|0|0|888
32025|0|0|980
32026|0|0|157
32033|0|8|227
32034|0|20|2388
32038|0|14|420
32040|0|0|77
32043|0|16|1555
32044|0|0|38
32046|0|0|97
32052|0|0|353
32053|0|0|240
32054|0|0|193
32055|32|0|442
32058|0|0|51
32059|0|0|160
32060|0|0|1348
32061|0|0|0
32062|0|0|40
32063|0|0|290
32064|0|0|99
32065|0|98|3490
32066|0|0|531
32068|0|0|2889
32071|0|0|60
32072|0|0|0
32073|0|10|3583
32079|0|0|5
32080|0|0|1427
32081|0|26|2095
32082|0|6|1882
32083|0|0|16
32084|0|0|2080
32086|0|22|2296
32087|0|0|62
32091|0|0|480
32092|0|0|3890
32094|0|0|188
32095|0|0|1197
32096|0|0|7
32097|0|0|786
32102|0|0|130
32110|0|0|260
32112|0|0|1744
32113|0|0|158
32114|0|106|2126
32117|86|42|2151
32118|0|7|2232
32119|0|21|2236
32124|0|23|644
32127|59|21|1874
32128|0|16|2081
32129|0|195|2103
32130|0|10|238
32131|0|0|35
32132|0|0|406
32133|0|0|0
32134|0|0|191
32136|0|0|375
32137|0|0|5722
32139|0|8|42
32140|0|0|6
32141|0|16|961
32145|0|0|626
32147|0|0|88
32148|0|0|122
32157|0|0|11
32159|19|11|1530
32162|0|117|2651
32163|0|0|1131
32164|0|43|7097
32168|0|14|1773
32169|0|40|817
32174|28|38|3388
32176|0|0|758
32177|0|0|573
32179|15|0|429
32180|0|0|1023
32181|0|0|93
32182|0|0|0
32187|0|0|3
32189|0|0|59
32190|0|2|154
32192|0|0|0
32193|0|0|19
32195|0|0|21
32202|0|0|407
32203|0|0|0
32204|0|0|503
32205|0|15|2223
32206|0|0|693
32207|45|0|6689
32208|0|19|864
32209|0|0|857
32210|9|29|5352
32211|0|2|4266
32212|0|0|37
32214|0|0|0
32216|216|96|8780
32217|7|54|2786
32218|0|0|3509
32219|0|0|361
32220|0|25|1336
32221|0|14|2143
32222|0|19|2004
32223|13|26|2164
32224|42|92|5082
32225|27|70|7050
32226|0|25|1079
32227|0|0|138
32228|0|0|9
32233|0|0|1903
32234|0|17|267
32244|0|92|7427
32246|15|28|13411
32250|0|13|2430
32254|0|0|447
32256|31|57|11020
32257|1|37|7548
32258|0|133|7105
32259|77|32|6307
32266|0|0|256
32277|41|40|4325
32301|3|58|2299
32303|72|43|3213
32304|0|24|3275
32305|0|0|397
32306|0|0|29
32307|0|0|85
32308|9|74|1675
32309|36|113|2072
32310|0|0|495
32311|0|169|2199
32312|82|34|2960
32313|0|0|0
32317|42|11|964
32320|0|0|192
32321|0|0|220
32322|0|0|155
32323|0|0|0
32324|0|0|122
32327|0|0|847
32328|0|0|103
32330|0|0|174
32331|0|2|202
32332|0|0|43
32333|0|0|510
32334|0|0|1
32336|0|0|10
32337|0|0|0
32340|0|8|547
32343|0|0|39
32344|0|0|327
32346|4|0|12
32347|0|21|102
32348|0|0|806
32350|0|0|22
32351|15|0|1315
32352|0|0|34
32355|0|0|0
32356|0|0|0
32358|0|0|30
32359|0|0|25
32360|0|0|0
32361|0|0|0
32399|0|0|0
32401|0|10|1369
32403|0|12|88
32404|13|130|2665
32405|0|57|2245
32407|11|1|2199
32408|0|39|1812
32409|0|32|409
32410|0|0|14
32413|0|0|1059
32420|0|0|49
32421|0|0|26
32423|0|0|67
32424|0|0|452
32425|0|0|312
32426|0|0|7
32427|0|0|9
32428|0|17|778
32430|0|0|0
32431|0|0|0
32432|0|0|0
32433|30|0|728
32435|0|0|156
32437|0|0|2
32438|0|0|101
32439|0|13|951
32440|0|0|279
32442|0|0|67
32443|0|0|18
32444|0|22|1120
32445|0|0|181
32446|0|6|181
32448|0|0|137
32449|0|0|0
32455|0|0|36
32456|0|0|286
32459|0|16|1801
32460|0|0|217
32461|0|0|128
32462|0|4|94
32463|0|0|10
32464|0|0|96
32465|0|6|322
32466|0|0|182
32501|0|0|234
32502|0|0|214
32503|7|35|1558
32504|0|12|1224
32505|0|26|1844
32506|0|38|2957
32507|15|21|1454
32508|0|20|378
32509|0|0|86
32511|0|0|16
32512|0|0|0
32514|29|119|3076
32526|0|45|1697
32530|0|0|0
32531|0|0|111
32533|0|15|1011
32534|0|0|1027
32535|0|29|124
32536|0|126|1097
32539|0|98|755
32541|0|25|2814
32542|0|10|196
32544|0|0|51
32547|15|34|4041
32548|0|47|2658
32550|0|0|991
32561|0|0|467
32563|17|15|1260
32564|0|0|84
32565|0|0|38
32566|29|0|2589
32567|0|6|169
32568|0|0|0
32569|0|15|999
32570|0|21|1471
32571|0|132|2479
32577|0|0|55
32578|0|100|2411
32579|0|71|899
32580|0|0|239
32583|0|0|978
32601|35|28|2456
32603|7|76|600
32605|0|153|2178
32606|108|100|3502
32607|293|42|3808
32608|98|715|9594
32609|0|0|1114
32610|0|0|0
32612|0|60|761
32615|0|0|801
32616|0|0|1
32617|0|0|367
32618|0|7|345
32619|0|0|403
32621|0|0|225
32622|0|0|4
32625|0|0|16
32626|0|0|315
32628|0|0|143
32631|0|0|0
32634|0|0|0
32639|0|0|0
32640|0|0|501
32641|0|6|714
32643|0|0|409
32648|0|0|11
32653|24|65|1771
32656|0|0|314
32658|0|0|27
32664|0|0|10
32666|0|0|103
32667|0|0|115
32668|0|0|250
32669|0|87|1195
32680|0|0|204
32681|0|0|0
32683|0|0|0
32686|0|0|436
32692|0|0|0
32693|0|0|433
32694|0|12|105
32696|0|0|868
32697|0|0|2
32701|115|0|3833
32702|0|0|48
32703|16|18|9187
32707|19|34|5546
32708|166|26|5635
32709|0|0|69
32712|11|201|7986
32713|28|196|1738
32714|0|85|6806
32720|0|43|1877
32723|0|0|0
32724|0|50|3921
32725|0|84|5424
32726|0|7|2805
32730|32|0|1101
32732|0|0|348
32735|0|0|426
32736|0|0|584
32738|0|0|4688
32744|0|0|23
32746|60|72|7964
32750|0|70|3188
32751|17|20|2343
32754|0|0|230
32757|0|9|2779
32759|0|0|57
32763|0|36|1647
32764|0|0|89
32765|130|374|8034
32766|66|27|2360
32767|0|0|94
32768|0|0|0
32771|15|66|9259
32773|17|44|4990
32775|0|0|0
32776|0|17|574
32778|30|0|1817
32779|30|75|3669
32780|200|6|2574
32784|0|0|400
32789|47|16|2610
32792|47|138|8068
32796|0|10|684
32798|0|0|164
32801|23|31|2090
32803|9|99|2141
32804|0|0|2222
32805|0|0|2227
32806|0|44|2542
32807|16|0|8824
32808|0|0|14845
32809|0|0|9713
32810|4|51|7270
32811|0|14|12111
32812|0|10|5390
32814|46|40|1060
32816|0|0|118
32817|55|22|5408
32818|5|0|22099
32819|40|54|6602
32820|207|0|1474
32821|0|32|5866
32822|0|35|16956
32824|0|62|16117
32825|0|0|11076
32826|224|35|4250
32827|0|159|3888
32828|93|263|13186
32829|0|0|3677
32830|0|0|2
32831|0|0|132
32832|0|93|5920
32833|0|0|1555
32835|0|58|17951
32836|0|103|7510
32837|0|14|19218
32839|6|180|15471
32899|0|0|0
32901|0|11|3547
32903|0|0|1432
32904|69|15|2919
32905|0|0|3271
32907|6|9|7315
32908|0|31|1598
32909|0|41|4974
32920|0|29|715
32922|0|0|1094
32925|0|0|65
32926|0|110|1080
32927|0|0|1446
32931|74|0|1346
32934|0|40|1639
32935|0|253|3776
32937|0|31|1645
32940|0|274|4805
32948|0|0|1608
32949|0|0|161
32950|0|0|302
32951|0|0|655
32952|18|12|1203
32953|0|19|1822
32955|53|80|2183
32958|0|13|1693
32959|0|0|0
32960|0|0|2277
32962|0|0|3437
32963|0|0|1186
32966|64|0|1507
32967|0|0|2974
32968|0|0|1077
32970|0|0|15
32976|0|15|375
33001|0|0|93
33004|54|0|4275
33009|52|18|21239
33010|0|0|33132
33012|0|0|52460
33013|0|23|22550
33014|0|20|26469
33015|0|28|40700
33016|0|0|33001
33018|0|0|34786
33019|0|24|5577
33020|26|35|18869
33021|39|14|17449
33022|0|0|0
33023|0|0|28876
33024|0|27|27966
33025|8|0|25545
33026|0|27|9975
33027|188|0|27003
33028|0|143|10601
33029|24|40|13605
33030|0|0|15566
33031|0|0|3400
33032|0|23|23887
33033|0|0|27489
33034|0|0|7034
33035|0|0|4400
33036|0|0|524
33037|0|8|2422
33039|0|0|0
33040|0|9|7991
33042|0|13|550
33043|0|0|457
33050|0|16|2935
33051|0|0|57
33054|0|11|9847
33055|0|0|21709
33056|0|0|11084
33060|0|0|10886
33062|56|0|4925
33063|8|0|18817
33064|0|45|24176
33065|29|76|20773
33066|40|0|4567
33067|51|42|6004
33068|0|0|24381
33069|4|0|9120
33070|0|0|688
33071|43|27|11108
33073|8|96|10515
33076|54|2|10413
33101|0|0|0
33109|0|0|111
33122|0|11|1122
33125|0|0|38164
33126|0|0|36127
33127|0|7|12092
33128|0|0|5889
33129|0|12|8669
33130|19|0|19458
33131|35|65|12321
33132|0|63|8125
33133|15|0|14788
33134|46|73|20938
33135|19|13|25802
33136|0|0|7084
33137|13|56|10536
33138|0|23|12572
33139|51|18|19518
33140|46|11|9739
33141|84|45|21464
33142|0|12|28093
33143|48|96|13356
33144|0|0|20273
33145|11|5|16891
33146|0|10|5263
33147|0|0|15987
33149|0|0|8352
33150|8|12|13849
33154|12|0|6350
33155|21|7|24928
33156|182|5|11379
33157|92|0|28579
33158|0|0|1720
33160|85|9|24243
33161|0|0|28851
33162|6|13|25368
33165|0|0|34430
33166|10|0|14571
33167|0|0|9849
33168|0|0|12227
33169|104|15|15253
33170|0|0|5475
33172|49|62|29123
33173|28|59|17525
33174|18|18|24319
33175|22|0|33842
33176|149|21|21971
33177|0|0|28937
33178|0|64|42706
33179|0|20|22790
33180|0|57|16168
33181|60|0|10580
33182|0|0|8178
33183|0|0|21077
33184|25|0|15194
33185|0|0|16282
33186|28|7|33284
33187|0|0|9397
33189|0|151|11218
33190|0|0|8070
33193|67|25|30361
33194|0|0|4484
33196|21|32|29689
33301|0|0|3070
33304|0|15|5050
33305|0|0|2359
33306|0|0|624
33308|32|8|6801
33309|0|0|15578
33311|0|17|15572
33312|22|0|17309
33313|20|0|26653
33314|0|0|10585
33315|14|0|4156
33316|0|0|2492
33317|76|45|12530
33319|0|41|24523
33321|84|18|18562
33322|47|380|16056
33323|59|173|7055
33324|71|0|14734
33325|61|96|11060
33326|7|19|14900
33327|0|7|10986
33328|0|40|6105
33330|21|109|4154
33331|0|155|9663
33332|13|0|5234
33334|13|0|8089
33351|36|85|13683
33388|0|0|0
33401|9|13|7442
33403|0|0|3607
33404|32|0|5731
33405|0|0|8372
33406|0|0|9871
33407|8|16|8569
33408|10|0|2083
33409|9|13|10978
33410|0|29|5666
33411|156|188|19987
33412|9|74|2811
33413|0|0|5433
33414|0|12|15430
33415|0|6|22518
33417|36|0|11775
33418|0|148|6591
33426|0|55|6781
33428|0|0|15498
33430|0|0|6103
33431|63|45|3850
33432|11|15|3283
33433|67|36|11242
33434|166|57|5231
33435|9|0|10228
33436|0|145|11555
33437|0|0|7414
33438|0|0|42
33440|0|0|6212
33441|34|142|8459
33442|0|0|10989
33444|9|0|5550
33445|0|0|8288
33446|75|0|5808
33449|0|0|1710
33455|3|0|1576
33458|0|23|8724
33460|29|0|14354
33461|10|33|22077
33462|4|25|10238
33463|15|17|25489
33467|99|0|12746
33469|10|0|962
33470|0|0|5315
33471|28|0|596
33472|0|0|4796
33473|0|0|1330
33476|0|0|854
33477|32|0|1204
33478|0|13|1412
33480|8|0|2174
33483|0|0|1913
33484|0|51|6897
33486|0|6|4743
33487|4|14|4078
33493|0|0|1303
33496|0|0|5674
33498|16|12|4755
33503|0|0|69
33510|0|45|4848
33511|18|61|11041
33513|0|0|509
33514|0|0|249
33521|0|0|6
33523|0|11|2462
33525|0|0|1203
33527|0|0|2899
33530|0|0|0
33534|0|45|2543
33538|0|19|111
33540|0|0|783
33541|0|58|2597
33542|0|0|1320
33543|0|78|5209
33544|18|18|4052
33545|0|39|3498
33547|0|8|3263
33548|0|8|839
33549|50|28|1672
33550|0|0|0
33556|101|46|3258
33558|16|69|4189
33559|53|0|2180
33563|0|9|4489
33565|8|0|2135
33566|0|0|2792
33567|0|0|1916
33569|0|72|3798
33570|0|0|4133
33572|0|42|2345
33573|0|22|2056
33574|0|1|116
33576|0|0|283
33578|5|80|7267
33579|0|114|5771
33584|0|36|3289
33585|0|0|138
33592|0|0|698
33594|0|7|5718
33596|103|0|2576
33597|0|0|503
33598|0|28|5147
33602|37|34|2389
33603|0|0|2911
33604|0|29|7091
33605|9|0|2575
33606|13|9|2426
33607|166|76|7112
33609|0|42|2862
33610|0|16|5935
33611|64|68|4376
33612|0|64|10013
33613|72|72|8228
33614|23|20|21812
33615|0|12|16936
33616|12|0|2234
33617|8|23|8515
33618|0|17|4661
33619|0|38|7042
33620|0|5|392
33621|0|0|143
33624|17|52|7876
33625|0|0|6770
33626|27|31|6626
33629|62|0|2209
33634|0|31|7829
33635|0|20|5238
33637|0|112|4365
33647|99|181|18384
33701|0|15|1810
33702|0|7|3735
33703|0|0|2082
33704|0|14|1359
33705|21|0|2411
33706|0|32|1524
33707|0|10|2369
33708|14|0|1290
33709|21|19|3297
33710|13|67|3721
33711|22|4|1302
33712|0|10|1880
33713|0|19|4339
33714|0|83|3001
33715|20|0|874
33716|0|0|2205
33744|0|0|11
33755|27|22|4258
33756|0|10|4617
33759|43|0|2980
33760|6|0|3868
33761|0|12|2870
33762|0|30|628
33763|0|30|3232
33764|0|102|3804
33765|0|0|3531
33767|0|9|1127
33770|0|3|2480
33771|0|0|4032
33772|0|10|1869
33773|0|61|2347
33774|0|0|1542
33776|0|0|1045
33777|0|54|1561
33778|0|0|2058
33781|0|80|4777
33782|0|83|3581
33785|0|0|385
33786|0|5|206
33801|0|0|2655
33803|0|0|3172
33805|0|0|3029
33809|56|28|3472
33810|0|51|4121
33811|12|0|2007
33812|0|2|1286
33813|0|36|3528
33815|0|0|2021
33823|0|0|3219
33825|0|0|3020
33827|0|0|150
33830|0|157|1733
33834|0|0|718
33835|0|0|0
33837|0|0|5285
33838|0|0|904
33839|0|0|381
33840|0|0|0
33841|0|0|764
33843|0|0|1039
33844|0|51|6810
33847|0|0|8
33848|0|0|0
33849|0|0|22
33850|0|9|834
33851|0|0|158
33852|0|3|3115
33853|10|0|888
33854|0|0|34
33855|0|0|0
33856|0|0|8
33857|0|0|138
33858|0|0|0
33859|0|61|967
33860|0|45|2999
33865|0|0|54
33867|0|0|25
33868|0|8|605
33870|0|0|1985
33872|0|22|1843
33873|0|0|1276
33875|0|0|1011
33876|0|0|175
33877|0|0|0
33880|0|48|4463
33881|0|19|3154
33884|76|0|2260
33890|0|0|668
33896|0|0|3058
33897|18|9|3211
33898|0|0|1200
33901|0|0|4427
33903|0|0|1770
33904|0|34|4118
33905|0|51|7012
33907|0|0|5684
33908|47|0|3626
33909|0|22|7735
33912|0|52|2024
33913|0|13|3022
33914|0|66|6868
33916|8|0|5904
33917|0|0|2042
33919|0|8|2919
33920|0|0|501
33921|0|2|141
33922|0|0|517
33924|0|0|28
33928|18|0|3445
33930|0|0|94
33931|0|0|572
33935|0|0|4799
33936|0|38|7096
33944|0|0|0
33946|0|0|110
33947|0|30|766
33948|0|21|2034
33950|0|19|1929
33952|50|0|4291
33953|0|0|798
33954|0|0|1481
33955|0|0|925
33956|0|0|127
33957|19|0|363
33960|0|0|140
33965|0|0|84
33966|0|0|1154
33967|9|0|3680
33971|62|0|8304
33972|0|20|3802
33973|0|0|4219
33974|0|0|4519
33976|0|0|5946
33980|0|0|1733
33981|0|0|755
33982|0|68|582
33983|0|0|1810
33990|0|34|7242
33991|0|0|2986
33993|0|24|4836
34101|0|0|0
34102|7|0|1823
34103|0|0|1570
34104|0|0|7454
34105|0|0|3408
34108|6|52|2837
34109|0|46|5365
34110|0|137|3391
34112|0|0|5755
34113|13|0|6526
34114|28|10|3743
34116|0|8|17471
34117|0|0|6506
34119|0|107|4792
34120|0|0|10861
34134|30|17|1536
34135|74|91|10714
34137|0|0|35
34138|0|0|0
34139|0|0|0
34140|0|0|0
34141|0|0|0
34142|0|0|12294
34145|0|5|1563
34201|0|0|567
34202|269|116|3174
34203|0|0|6055
34205|0|2|4631
34207|0|3|5488
34208|12|4|7905
34209|0|10|3008
34210|0|0|2843
34211|0|43|1889
34212|0|21|3281
34215|0|0|96
34216|0|0|45
34217|0|0|288
34219|0|0|1955
34221|0|3|5339
34222|0|0|967
34223|9|21|1364
34224|0|0|995
34228|0|0|1115
34229|53|0|937
34231|0|58|4258
34232|0|32|4313
34233|0|0|2860
34234|19|24|3018
34235|0|17|2668
34236|9|5|1562
34237|0|11|3864
34238|9|0|2633
34239|0|0|1609
34240|20|0|952
34241|0|30|1745
34242|21|0|955
34243|0|84|4392
34250|0|0|11
34251|0|0|501
34266|0|3|4342
34267|0|0|0
34268|0|0|3
34269|0|0|184
34275|0|51|2186
34285|52|8|1773
34286|0|0|1750
34287|0|15|2979
34288|0|46|1801
34289|0|0|320
34291|0|0|846
34292|0|12|1439
34293|0|8|3270
34420|0|0|683
34428|0|23|444
34429|0|0|418
34431|0|0|434
34432|0|0|525
34433|0|0|559
34434|0|0|294
34436|0|0|532
34442|0|101|1448
34445|0|0|0
34446|0|0|815
34448|0|0|212
34449|0|0|83
34450|0|0|398
34452|0|0|755
34453|0|0|454
34461|0|0|949
34465|0|0|1463
34470|0|24|867
34471|0|0|2067
34472|0|24|3321
34473|0|0|3299
34474|0|3|3219
34475|0|0|1082
34476|0|32|2950
34479|0|0|842
34480|0|34|1703
34481|0|0|1822
34482|0|0|1961
34484|0|0|514
34487|0|0|0
34488|0|15|292
34491|0|41|1815
34498|0|0|11
34601|0|2|938
34602|0|0|411
34604|0|0|433
34606|0|10|1824
34607|0|43|677
34608|0|0|3487
34609|9|35|3800
34610|0|0|1681
34613|0|0|1193
34614|0|0|312
34637|0|15|668
34638|0|16|4759
34639|52|18|3702
34652|0|0|2092
34653|8|1|2997
34654|35|36|1742
34655|0|43|4908
34661|0|0|14
34667|0|14|1997
34668|0|17|5696
34669|0|44|717
34677|27|0|2705
34679|0|0|34
34681|0|0|64
34683|0|26|4514
34684|10|41|3842
34685|34|49|2134
34688|0|0|1275
34689|11|0|3419
34690|0|7|935
34691|11|11|1829
34695|0|0|1904
34698|16|161|3010
34705|0|0|179
34711|0|98|11563
34714|30|0|4698
34715|0|8|3453
34729|0|0|0
34731|0|0|591
34734|0|52|923
34736|0|5|2283
34737|0|0|451
34739|0|0|114
34741|0|72|16251
34743|0|0|11906
34744|0|40|15814
34746|82|19|15016
34747|0|18|5086
34748|0|28|3412
34753|0|0|500
34756|0|0|293
34758|0|94|9139
34759|0|0|7769
34760|0|0|39
34761|0|13|10757
34762|0|0|0
34769|0|0|3115
34771|0|0|2794
34772|0|13|3649
34773|0|31|313
34785|0|0|2000
34786|5|67|11808
34787|41|242|17482
34788|0|51|946
34797|0|0|45
34945|0|0|376
34946|0|0|892
34947|57|0|2035
34949|0|0|632
34950|0|0|2679
34951|0|4|1587
34952|13|18|7080
34953|0|108|16961
34956|0|0|2119
34957|0|0|2015
34972|0|0|2554
34974|0|7|2514
34981|0|0|473
34982|0|44|3680
34983|16|14|7760
34984|0|0|2939
34986|0|183|5025
34987|0|0|1773
34990|16|0|2686
34994|0|0|1699
34996|10|0|609
34997|0|0|5339
35004|0|0|130
35005|0|0|37
35006|0|0|0
35007|0|0|1647
35010|0|43|538
35013|0|0|90
35014|0|0|16
35016|0|1|319
35019|0|0|166
35020|0|0|985
35022|0|24|452
35023|9|11|459
35031|0|0|329
35032|0|0|0
35033|0|0|20
35034|0|0|26
35035|0|0|0
35036|0|0|0
35040|0|3|896
35042|0|0|54
35043|0|9|308
35044|0|48|211
35045|0|10|462
35046|0|0|0
35049|0|0|244
35051|0|0|149
35052|0|0|0
35053|0|0|0
35054|0|0|0
35055|0|0|588
35057|0|0|109
35058|0|44|491
35060|0|0|0
35061|0|0|0
35062|0|0|75
35063|0|0|9
35064|0|0|78
35068|0|0|545
35070|0|0|0
35071|0|0|188
35072|0|0|37
35073|0|0|0
35074|0|0|0
35077|0|0|96
35078|0|0|16
35079|0|0|117
35080|46|0|608
35082|0|0|0
35083|0|0|10
35085|0|0|649
35087|0|0|38
35089|0|0|13
35091|0|8|20
35094|0|4|124
35096|0|0|74
35097|0|0|222
35098|0|0|113
35111|0|0|163
35112|0|0|0
35114|114|0|390
35115|0|18|1141
35116|0|0|66
35117|0|0|14
35118|0|0|9
35119|0|0|0
35120|0|0|366
35121|0|0|889
35124|16|77|1963
35125|0|0|133
35126|0|0|304
35127|0|0|71
35128|0|0|208
35130|0|0|11
35131|0|0|16
35133|0|31|124
35135|0|0|0
35136|0|0|3
35143|0|22|48
35146|0|0|277
35147|0|0|192
35148|0|0|0
35149|0|0|0
35150|0|0|283
35151|0|0|255
35160|0|0|511
35171|0|0|79
35172|0|0|52
35173|8|19|810
35175|0|0|83
35176|0|0|0
35178|0|0|9
35179|0|0|201
35180|0|0|93
35181|0|0|0
35183|0|0|21
35184|0|0|51
35185|0|0|0
35186|0|19|79
35188|18|0|48
35203|0|0|25
35204|0|0|187
35205|18|39|1685
35206|0|4|813
35207|0|0|42
35208|0|0|132
35209|0|54|2223
35210|0|22|751
35211|0|5|1397
35212|0|0|227
35213|0|0|117
35214|0|68|295
35215|0|0|1252
35216|0|103|2902
35217|0|0|581
35218|0|0|111
35221|0|0|96
35222|0|0|246
35223|0|0|397
35224|0|0|17
35226|0|136|2801
35228|0|0|241
35229|0|0|24
35233|6|20|478
35234|0|0|75
35235|0|0|837
35242|37|138|3208
35243|0|149|836
35244|0|174|3102
35249|0|0|0
35254|0|0|21
35401|15|26|1212
35404|0|55|1327
35405|0|0|1655
35406|104|6|1475
35441|0|0|0
35442|0|0|659
35443|0|0|3
35444|0|0|75
35446|0|0|0
35447|0|0|101
35452|0|0|190
35453|0|0|432
35456|0|0|30
35457|0|0|0
35458|0|0|0
35459|0|0|40
35460|0|0|0
35461|0|0|3
35462|0|0|53
35463|0|0|0
35464|0|0|0
35466|0|0|33
35469|0|0|0
35470|0|0|50
35473|20|35|771
35474|0|9|88
35475|0|0|192
35476|0|0|343
35477|0|0|0
35480|0|0|2
35481|0|0|39
35487|0|16|45
35490|0|0|111
35491|0|0|0
35501|0|7|317
35503|0|0|46
35504|0|0|365
35540|0|0|20
35541|0|0|41
35542|0|0|8
35543|0|0|10
35544|0|0|9
35545|0|0|0
35546|0|0|18
35548|0|0|8
35549|0|0|12
35550|0|0|0
35552|0|0|0
35553|0|0|8
35554|0|0|6
35555|0|0|91
35559|0|0|0
35563|0|0|64
35564|0|0|23
35565|0|0|347
35570|0|0|46
35571|0|0|15
35572|0|0|0
35573|0|0|0
35574|0|0|13
35575|0|0|0
35576|0|0|39
35577|0|0|0
35578|0|0|12
35579|0|0|0
35580|0|0|25
35581|0|0|80
35582|49|0|58
35584|0|0|0
35585|0|0|94
35586|0|0|0
35587|0|0|0
35592|16|0|36
35593|0|0|54
35594|0|30|222
35601|0|12|3059
35603|29|16|1134
35610|0|0|48
35611|0|7|704
35613|0|0|775
35614|0|0|256
35615|0|0|0
35616|0|0|23
35618|0|0|52
35619|0|0|11
35620|0|9|228
35621|0|0|41
35622|0|44|56
35630|0|7|1196
35632|0|0|133
35633|0|0|155
35634|0|0|118
35640|0|0|316
35643|0|0|30
35645|3|24|294
35646|0|0|0
35647|0|0|1
35648|0|0|1
35649|0|0|6
35650|0|0|144
35651|0|0|0
35652|0|0|25
35653|0|0|2143
35654|0|0|665
35660|0|0|81
